,author,title,sentence,sentence_nr,words,kind
309,"Christie, Agatha",The Mysterious Affair at Styles,Mary Cavendish was saying in the voice of a woman desperately controlling herself  Then you wont show it to me  To which Mrs Inglethorp replied  My dear Mary it has nothing to do with that matter,478,Mrs Inglethorp,person
311,"Christie, Agatha",The Mysterious Affair at Styles,To which Mary Cavendish replied with a rising bitterness  Of course I might have known you would shield him,481,Mary Cavendish,person
312,"Christie, Agatha",The Mysterious Affair at Styles,To which Mary Cavendish replied with a rising bitterness  Of course I might have known you would shield him,481,Mary Cavendish,person
313,"Christie, Agatha",The Mysterious Affair at Styles,Cynthia was waiting for me and greeted me eagerly with  I say,482,Cynthia Murdoch,person
314,"Christie, Agatha",The Mysterious Affair at Styles,Ive got it all out of Dorcas,484,Dorcas,person
315,"Christie, Agatha",The Mysterious Affair at Styles,What kind of a row  Between Mrs Inglethorp and  him,485,Mrs Inglethorp,person
316,"Christie, Agatha",The Mysterious Affair at Styles,What kind of a row  Between Mrs Inglethorp and  him,485,Mrs Inglethorp,person
317,"Christie, Agatha",The Mysterious Affair at Styles,I do hope shes found him out at last  Was Dorcas there then  Of course not,486,Dorcas,person
318,"Christie, Agatha",The Mysterious Affair at Styles,I thought of Mrs Raikess gipsy face and Evelyn Howards warnings but wisely decided to hold my peace whilst Cynthia exhausted every possible hypothesis and cheerfully hoped Mrs Inglethorp will send him away and will never speak to him again,490,Cynthia Murdoch,person
320,"Christie, Agatha",The Mysterious Affair at Styles,I thought of Mrs Raikess gipsy face and Evelyn Howards warnings but wisely decided to hold my peace whilst Cynthia exhausted every possible hypothesis and cheerfully hoped Mrs Inglethorp will send him away and will never speak to him again,490,Evelyn Howard,person
321,"Christie, Agatha",The Mysterious Affair at Styles,I thought of Mrs Raikess gipsy face and Evelyn Howards warnings but wisely decided to hold my peace whilst Cynthia exhausted every possible hypothesis and cheerfully hoped Mrs Inglethorp will send him away and will never speak to him again,490,Mrs Inglethorp,person
323,"Christie, Agatha",The Mysterious Affair at Styles,I thought of Mrs Raikess gipsy face and Evelyn Howards warnings but wisely decided to hold my peace whilst Cynthia exhausted every possible hypothesis and cheerfully hoped Mrs Inglethorp will send him away and will never speak to him again,490,Mrs Inglethorp,person
324,"Christie, Agatha",The Mysterious Affair at Styles,I was anxious to get hold of John but he was nowhere to be seen,491,John Cavendish,person
325,"Christie, Agatha",The Mysterious Affair at Styles,What was Mary Cavendishs concern in the matter,494,Mary Cavendish,person
326,"Christie, Agatha",The Mysterious Affair at Styles,What was Mary Cavendishs concern in the matter,494,Mary Cavendish,person
327,"Christie, Agatha",The Mysterious Affair at Styles,Mr Inglethorp was in the drawingroom when I came down to supper,495,Alfred Inglethorp,person
329,"Christie, Agatha",The Mysterious Affair at Styles,Mrs Inglethorp came down last,497,Mrs Inglethorp,person
332,"Christie, Agatha",The Mysterious Affair at Styles,Immediately after supper Mrs Inglethorp retired to her boudoir again,501,Mrs Inglethorp,person
334,"Christie, Agatha",The Mysterious Affair at Styles,Send my coffee in here Mary she called,502,Mary Cavendish,person
335,"Christie, Agatha",The Mysterious Affair at Styles,Cynthia and I went and sat by the open window in the drawingroom,504,Cynthia Murdoch,person
336,"Christie, Agatha",The Mysterious Affair at Styles,Mary Cavendish brought our coffee to us,505,Mary Cavendish,person
337,"Christie, Agatha",The Mysterious Affair at Styles,Mary Cavendish brought our coffee to us,505,Mary Cavendish,person
338,"Christie, Agatha",The Mysterious Affair at Styles,Will you take Mrs Inglethorp her coffee Cynthia,509,Cynthia Murdoch,person
339,"Christie, Agatha",The Mysterious Affair at Styles,Will you take Mrs Inglethorp her coffee Cynthia,509,Mrs Inglethorp,person
341,"Christie, Agatha",The Mysterious Affair at Styles,Do not trouble Mary said Inglethorp I will take it to Emily,511,Mary Cavendish,person
342,"Christie, Agatha",The Mysterious Affair at Styles,Do not trouble Mary said Inglethorp I will take it to Emily,511,Mrs Inglethorp,person
344,"Christie, Agatha",The Mysterious Affair at Styles,Lawrence followed him and Mrs Cavendish sat down by us,513,Lawrence Cavendish,person
345,"Christie, Agatha",The Mysterious Affair at Styles,Lawrence followed him and Mrs Cavendish sat down by us,513,Mary Cavendish,person
346,"Christie, Agatha",The Mysterious Affair at Styles,Mrs Cavendish fanned herself gently with a palm leaf,516,Mary Cavendish,person
348,"Christie, Agatha",The Mysterious Affair at Styles,Bauerstein exclaimed Cynthia,522,Cynthia Murdoch,person
349,"Christie, Agatha",The Mysterious Affair at Styles,I glanced jealously at Mary Cavendish but she seemed quite undisturbed the delicate pallor of her cheeks did not vary,524,Mary Cavendish,person
350,"Christie, Agatha",The Mysterious Affair at Styles,I glanced jealously at Mary Cavendish but she seemed quite undisturbed the delicate pallor of her cheeks did not vary,524,Mary Cavendish,person
352,"Christie, Agatha",The Mysterious Affair at Styles,In a few moments Alfred Inglethorp had ushered the doctor in the latter laughing and protesting that he was in no fit state for a drawingroom,525,Alfred Inglethorp,person
356,"Christie, Agatha",The Mysterious Affair at Styles,What have you been doing doctor cried Mrs Cavendish,527,Mary Cavendish,person
357,"Christie, Agatha",The Mysterious Affair at Styles,I did not really mean to come in but Mr Inglethorp insisted,529,Alfred Inglethorp,person
359,"Christie, Agatha",The Mysterious Affair at Styles,Well Bauerstein you are in a plight said John strolling in from the hall,530,John Cavendish,person
360,"Christie, Agatha",The Mysterious Affair at Styles,At this juncture Mrs Inglethorp called to Cynthia from the hall and the girl ran out,534,Cynthia Murdoch,person
361,"Christie, Agatha",The Mysterious Affair at Styles,At this juncture Mrs Inglethorp called to Cynthia from the hall and the girl ran out,534,Mrs Inglethorp,person
363,"Christie, Agatha",The Mysterious Affair at Styles,I had risen when Cynthia did John was close by me,538,John Cavendish,person
364,"Christie, Agatha",The Mysterious Affair at Styles,I had risen when Cynthia did John was close by me,538,Cynthia Murdoch,person
365,"Christie, Agatha",The Mysterious Affair at Styles,There were therefore three witnesses who could swear that Mrs Inglethorp was carrying her coffee as yet untasted in her hand,539,Mrs Inglethorp,person
367,"Christie, Agatha",The Mysterious Affair at Styles,My evening was utterly and entirely spoilt by the presence of Dr Bauerstein,540,Dr Bauerstein,person
368,"Christie, Agatha",The Mysterious Affair at Styles,Ill walk down to the village with you said Mr Inglethorp,543,Alfred Inglethorp,person
370,"Christie, Agatha",The Mysterious Affair at Styles,He turned to John,545,John Cavendish,person
371,"Christie, Agatha",The Mysterious Affair at Styles,THE NIGHT OF THE TRAGEDY  To make this part of my story clear I append the following plan of the first floor of Styles,549,Styles,location
373,"Christie, Agatha",The Mysterious Affair at Styles,It seemed to be the middle of the night when I was awakened by Lawrence Cavendish,551,Lawrence Cavendish,person
374,"Christie, Agatha",The Mysterious Affair at Styles,It seemed to be the middle of the night when I was awakened by Lawrence Cavendish,551,Lawrence Cavendish,person
375,"Christie, Agatha",The Mysterious Affair at Styles,I sprang out of bed and pulling on a dressinggown followed Lawrence along the passage and the gallery to the right wing of the house,558,Lawrence Cavendish,person
376,"Christie, Agatha",The Mysterious Affair at Styles,John Cavendish joined us and one or two of the servants were standing round in a state of awestricken excitement,559,John Cavendish,person
377,"Christie, Agatha",The Mysterious Affair at Styles,John Cavendish joined us and one or two of the servants were standing round in a state of awestricken excitement,559,John Cavendish,person
378,"Christie, Agatha",The Mysterious Affair at Styles,Lawrence turned to his brother,560,Lawrence Cavendish,person
379,"Christie, Agatha",The Mysterious Affair at Styles,John rattled the handle of Mrs Inglethorps door violently but with no effect,562,John Cavendish,person
380,"Christie, Agatha",The Mysterious Affair at Styles,John rattled the handle of Mrs Inglethorps door violently but with no effect,562,Mrs Inglethorp,person
382,"Christie, Agatha",The Mysterious Affair at Styles,Try going through Mr Inglethorps room sir cried Dorcas,567,Alfred Inglethorp,person
384,"Christie, Agatha",The Mysterious Affair at Styles,Try going through Mr Inglethorps room sir cried Dorcas,567,Dorcas,person
386,"Christie, Agatha",The Mysterious Affair at Styles,Suddenly I realized that Alfred Inglethorp was not with usthat he alone had given no sign of his presence,569,Alfred Inglethorp,person
390,"Christie, Agatha",The Mysterious Affair at Styles,John opened the door of his room,570,John Cavendish,person
391,"Christie, Agatha",The Mysterious Affair at Styles,It was pitch dark but Lawrence was following with the candle and by its feeble light we saw that the bed,571,Lawrence Cavendish,person
392,"Christie, Agatha",The Mysterious Affair at Styles,Oh dear sir cried Dorcas wringing her hands what ever shall we do  We must try and break the door in I suppose,576,Dorcas,person
393,"Christie, Agatha",The Mysterious Affair at Styles,Here let one of the maids go down and wake Baily and tell him to go for Dr Wilkins at once,578,Dr Wilkins,person
394,"Christie, Agatha",The Mysterious Affair at Styles,Half a moment though isnt there a door into Miss Cynthias rooms  Yes sir but thats always bolted,580,Cynthia Murdoch,person
395,"Christie, Agatha",The Mysterious Affair at Styles,He ran rapidly down the corridor to Cynthias room,583,Cynthia Murdoch,person
396,"Christie, Agatha",The Mysterious Affair at Styles,Mary Cavendish was there shaking the girlwho must have been an unusually sound sleeperand trying to wake her,584,Mary Cavendish,person
397,"Christie, Agatha",The Mysterious Affair at Styles,Mary Cavendish was there shaking the girlwho must have been an unusually sound sleeperand trying to wake her,584,Mary Cavendish,person
399,"Christie, Agatha",The Mysterious Affair at Styles,We stumbled in together Lawrence still holding his candle,592,Lawrence Cavendish,person
400,"Christie, Agatha",The Mysterious Affair at Styles,Mrs Inglethorp was lying on the bed her whole form agitated by violent convulsions in one of which she must have overturned the table beside her,593,Mrs Inglethorp,person
402,"Christie, Agatha",The Mysterious Affair at Styles,John strode across the room and lit the gas,595,John Cavendish,person
403,"Christie, Agatha",The Mysterious Affair at Styles,Turning to Annie one of the housemaids he sent her downstairs to the diningroom for brandy,596,Annie,person
